Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Aug 3, 2024 10:00 AM;Aug 3, 2024 11:00 AM;48,672.75;52,951.00;4,278.25;17,094.00
Aug 3, 2024 11:00 AM;Aug 3, 2024 12:00 PM;48,819.00;53,765.50;4,946.50;12,662.75
Aug 3, 2024 12:00 PM;Aug 3, 2024 1:00 PM;47,737.00;53,377.00;5,640.00;9,204.50
Aug 3, 2024 1:00 PM;Aug 3, 2024 2:00 PM;46,340.75;52,119.75;5,779.00;8,063.25
Aug 3, 2024 2:00 PM;Aug 3, 2024 3:00 PM;45,799.75;51,616.00;5,816.25;8,578.25
Aug 3, 2024 3:00 PM;Aug 3, 2024 4:00 PM;45,368.75;50,790.25;5,421.50;11,135.25
Aug 3, 2024 4:00 PM;Aug 3, 2024 5:00 PM;44,741.25;48,995.25;4,254.00;15,224.25
Aug 3, 2024 5:00 PM;Aug 3, 2024 6:00 PM;45,452.50;47,683.75;2,231.25;22,491.75
Aug 3, 2024 6:00 PM;Aug 3, 2024 7:00 PM;46,250.00;46,513.25;263.25;31,590.25
Aug 3, 2024 7:00 PM;Aug 3, 2024 8:00 PM;46,109.25;46,133.00;23.75;37,722.50
Aug 3, 2024 8:00 PM;Aug 3, 2024 9:00 PM;44,688.00;44,704.50;16.50;39,876.25
Aug 3, 2024 9:00 PM;Aug 3, 2024 10:00 PM;44,024.75;44,036.50;11.75;40,484.50
Aug 3, 2024 10:00 PM;Aug 3, 2024 11:00 PM;42,418.00;42,430.50;12.50;38,384.25
Aug 3, 2024 11:00 PM;Aug 4, 2024 12:00 AM;39,913.75;39,928.00;14.25;35,401.25
Aug 4, 2024 12:00 AM;Aug 4, 2024 1:00 AM;38,265.25;38,318.00;52.75;33,408.25
Aug 4, 2024 1:00 AM;Aug 4, 2024 2:00 AM;36,656.50;36,759.50;103.00;31,364.00
Aug 4, 2024 2:00 AM;Aug 4, 2024 3:00 AM;36,122.75;36,191.25;68.50;29,478.50
Aug 4, 2024 3:00 AM;Aug 4, 2024 4:00 AM;35,585.50;36,164.25;578.75;27,824.00
Aug 4, 2024 4:00 AM;Aug 4, 2024 5:00 AM;35,416.75;35,822.50;405.75;26,970.25
Aug 4, 2024 5:00 AM;Aug 4, 2024 6:00 AM;35,421.25;35,735.25;314.00;25,957.50
Aug 4, 2024 6:00 AM;Aug 4, 2024 7:00 AM;35,844.75;36,458.50;613.75;24,855.75
Aug 4, 2024 7:00 AM;Aug 4, 2024 8:00 AM;37,664.25;38,936.50;1,272.25;23,444.00
Aug 4, 2024 8:00 AM;Aug 4, 2024 9:00 AM;40,605.75;42,731.00;2,125.25;21,211.75
Aug 4, 2024 9:00 AM;Aug 4, 2024 10:00 AM;43,841.75;47,751.50;3,909.75;16,755.25
Aug 4, 2024 10:00 AM;Aug 4, 2024 11:00 AM;45,526.25;50,435.00;4,908.75;12,214.25
Aug 4, 2024 11:00 AM;Aug 4, 2024 12:00 PM;46,941.75;52,178.50;5,236.75;8,756.25
Aug 4, 2024 12:00 PM;Aug 4, 2024 1:00 PM;46,273.75;51,783.25;5,509.50;5,147.25
Aug 4, 2024 1:00 PM;Aug 4, 2024 2:00 PM;44,589.00;50,183.25;5,594.25;1,759.00
Aug 4, 2024 2:00 PM;Aug 4, 2024 3:00 PM;44,451.50;49,984.00;5,532.50;1,772.50
Aug 4, 2024 3:00 PM;Aug 4, 2024 4:00 PM;44,259.00;49,292.75;5,033.75;3,290.00
Aug 4, 2024 4:00 PM;Aug 4, 2024 5:00 PM;43,709.25;48,544.75;4,835.50;7,543.75
Aug 4, 2024 5:00 PM;Aug 4, 2024 6:00 PM;44,609.00;47,890.75;3,281.75;15,186.50
Aug 4, 2024 6:00 PM;Aug 4, 2024 7:00 PM;45,160.75;46,377.75;1,217.00;23,678.25
Aug 4, 2024 7:00 PM;Aug 4, 2024 8:00 PM;45,457.75;45,554.50;96.75;31,513.50
Aug 4, 2024 8:00 PM;Aug 4, 2024 9:00 PM;45,414.50;45,430.00;15.50;36,737.25
Aug 4, 2024 9:00 PM;Aug 4, 2024 10:00 PM;45,461.50;45,478.25;16.75;38,556.50
Aug 4, 2024 10:00 PM;Aug 4, 2024 11:00 PM;43,932.75;43,957.50;24.75;37,138.50
Aug 4, 2024 11:00 PM;Aug 5, 2024 12:00 AM;41,980.00;42,784.25;804.25;35,201.50
Aug 5, 2024 12:00 AM;Aug 5, 2024 1:00 AM;40,036.25;40,447.50;411.25;33,632.00
Aug 5, 2024 1:00 AM;Aug 5, 2024 2:00 AM;39,056.25;39,882.00;825.75;33,104.75
Aug 5, 2024 2:00 AM;Aug 5, 2024 3:00 AM;38,153.75;39,549.25;1,395.50;32,550.50
Aug 5, 2024 3:00 AM;Aug 5, 2024 4:00 AM;38,637.00;40,607.50;1,970.50;33,120.75
Aug 5, 2024 4:00 AM;Aug 5, 2024 5:00 AM;39,883.50;40,752.25;868.75;34,758.00
Aug 5, 2024 5:00 AM;Aug 5, 2024 6:00 AM;43,288.25;43,982.75;694.50;38,650.25
Aug 5, 2024 6:00 AM;Aug 5, 2024 7:00 AM;49,065.50;49,096.50;31.00;44,043.75
Aug 5, 2024 7:00 AM;Aug 5, 2024 8:00 AM;53,749.00;53,757.00;8.00;46,104.25
Aug 5, 2024 8:00 AM;Aug 5, 2024 9:00 AM;57,074.75;57,083.00;8.25;44,371.25
Aug 5, 2024 9:00 AM;Aug 5, 2024 10:00 AM;58,325.50;58,377.25;51.75;38,243.75
Aug 5, 2024 10:00 AM;Aug 5, 2024 11:00 AM;58,385.75;59,831.50;1,445.75;30,546.25
Aug 5, 2024 11:00 AM;Aug 5, 2024 12:00 PM;58,619.00;62,878.50;4,259.50;24,526.00
Aug 5, 2024 12:00 PM;Aug 5, 2024 1:00 PM;57,799.75;63,238.50;5,438.75;19,616.25
Aug 5, 2024 1:00 PM;Aug 5, 2024 2:00 PM;56,208.00;61,922.25;5,714.25;15,986.00
Aug 5, 2024 2:00 PM;Aug 5, 2024 3:00 PM;54,351.25;60,009.75;5,658.50;14,110.50
Aug 5, 2024 3:00 PM;Aug 5, 2024 4:00 PM;53,412.50;58,570.50;5,158.00;15,765.50
Aug 5, 2024 4:00 PM;Aug 5, 2024 5:00 PM;53,061.75;57,537.50;4,475.75;21,003.25
Aug 5, 2024 5:00 PM;Aug 5, 2024 6:00 PM;53,801.25;55,524.75;1,723.50;29,935.75
Aug 5, 2024 6:00 PM;Aug 5, 2024 7:00 PM;54,583.00;55,481.25;898.25;40,462.00
Aug 5, 2024 7:00 PM;Aug 5, 2024 8:00 PM;54,297.25;54,305.25;8.00;48,302.25
Aug 5, 2024 8:00 PM;Aug 5, 2024 9:00 PM;52,892.50;52,898.50;6.00;50,922.50
Aug 5, 2024 9:00 PM;Aug 5, 2024 10:00 PM;51,549.50;51,558.00;8.50;49,929.00
Aug 5, 2024 10:00 PM;Aug 5, 2024 11:00 PM;48,640.00;48,673.25;33.25;46,248.25
Aug 5, 2024 11:00 PM;Aug 6, 2024 12:00 AM;45,335.50;45,460.25;124.75;42,168.75
Aug 6, 2024 12:00 AM;Aug 6, 2024 1:00 AM;42,983.25;43,272.75;289.50;39,195.50
Aug 6, 2024 1:00 AM;Aug 6, 2024 2:00 AM;41,335.50;41,919.00;583.50;36,953.25
Aug 6, 2024 2:00 AM;Aug 6, 2024 3:00 AM;40,488.00;41,487.50;999.50;36,048.50
Aug 6, 2024 3:00 AM;Aug 6, 2024 4:00 AM;40,502.00;41,419.00;917.00;36,197.00
Aug 6, 2024 4:00 AM;Aug 6, 2024 5:00 AM;41,157.75;41,624.75;467.00;37,127.25
Aug 6, 2024 5:00 AM;Aug 6, 2024 6:00 AM;43,925.50;44,189.50;264.00;40,026.25
Aug 6, 2024 6:00 AM;Aug 6, 2024 7:00 AM;49,654.25;49,666.25;12.00;44,509.75
Aug 6, 2024 7:00 AM;Aug 6, 2024 8:00 AM;54,320.25;54,362.00;41.75;43,685.75
Aug 6, 2024 8:00 AM;Aug 6, 2024 9:00 AM;56,914.25;56,999.25;85.00;37,575.75
Aug 6, 2024 9:00 AM;Aug 6, 2024 10:00 AM;57,636.50;58,634.75;998.25;28,448.00
Aug 6, 2024 10:00 AM;Aug 6, 2024 11:00 AM;58,028.00;61,290.50;3,262.50;20,058.75
Aug 6, 2024 11:00 AM;Aug 6, 2024 12:00 PM;57,686.00;61,655.50;3,969.50;13,907.00
Aug 6, 2024 12:00 PM;Aug 6, 2024 1:00 PM;57,051.50;61,813.00;4,761.50;10,233.50
Aug 6, 2024 1:00 PM;Aug 6, 2024 2:00 PM;56,048.75;61,951.75;5,903.00;9,173.50
Aug 6, 2024 2:00 PM;Aug 6, 2024 3:00 PM;55,330.50;60,858.25;5,527.75;10,547.50
Aug 6, 2024 3:00 PM;Aug 6, 2024 4:00 PM;54,584.25;59,677.00;5,092.75;14,176.75
Aug 6, 2024 4:00 PM;Aug 6, 2024 5:00 PM;53,967.75;58,171.75;4,204.00;20,351.50
Aug 6, 2024 5:00 PM;Aug 6, 2024 6:00 PM;54,618.75;56,589.50;1,970.75;29,638.00
Aug 6, 2024 6:00 PM;Aug 6, 2024 7:00 PM;55,246.25;55,944.75;698.50;40,402.25
Aug 6, 2024 7:00 PM;Aug 6, 2024 8:00 PM;55,604.00;55,607.00;3.00;48,874.25
Aug 6, 2024 8:00 PM;Aug 6, 2024 9:00 PM;54,402.25;54,403.25;1.00;50,465.00
Aug 6, 2024 9:00 PM;Aug 6, 2024 10:00 PM;53,007.25;53,010.00;2.75;48,055.75
Aug 6, 2024 10:00 PM;Aug 6, 2024 11:00 PM;49,965.25;50,005.25;40.00;43,288.50
Aug 6, 2024 11:00 PM;Aug 7, 2024 12:00 AM;46,493.25;47,057.50;564.25;39,340.00
Aug 7, 2024 12:00 AM;Aug 7, 2024 1:00 AM;44,055.50;44,168.00;112.50;36,717.00
Aug 7, 2024 1:00 AM;Aug 7, 2024 2:00 AM;42,717.25;43,300.00;582.75;35,224.75
Aug 7, 2024 2:00 AM;Aug 7, 2024 3:00 AM;41,977.25;43,957.50;1,980.25;34,939.00
Aug 7, 2024 3:00 AM;Aug 7, 2024 4:00 AM;41,767.50;43,449.25;1,681.75;35,415.00
Aug 7, 2024 4:00 AM;Aug 7, 2024 5:00 AM;42,722.00;43,125.50;403.50;36,891.50
Aug 7, 2024 5:00 AM;Aug 7, 2024 6:00 AM;45,140.00;45,203.25;63.25;39,837.50
Aug 7, 2024 6:00 AM;Aug 7, 2024 7:00 AM;50,036.00;50,069.75;33.75;43,449.75
Aug 7, 2024 7:00 AM;Aug 7, 2024 8:00 AM;54,675.25;54,683.25;8.00;43,264.00
Aug 7, 2024 8:00 AM;Aug 7, 2024 9:00 AM;57,985.75;58,026.75;41.00;40,210.00
Aug 7, 2024 9:00 AM;Aug 7, 2024 10:00 AM;58,404.75;59,215.00;810.25;33,559.00
Aug 7, 2024 10:00 AM;Aug 7, 2024 11:00 AM;59,219.50;61,877.50;2,658.00;28,239.50
Aug 7, 2024 11:00 AM;Aug 7, 2024 12:00 PM;60,381.25;65,108.25;4,727.00;26,486.25
Aug 7, 2024 12:00 PM;Aug 7, 2024 1:00 PM;60,352.00;64,661.25;4,309.25;24,873.75
Aug 7, 2024 1:00 PM;Aug 7, 2024 2:00 PM;59,448.50;64,632.25;5,183.75;24,276.25
Aug 7, 2024 2:00 PM;Aug 7, 2024 3:00 PM;57,291.50;62,336.75;5,045.25;24,411.25
Aug 7, 2024 3:00 PM;Aug 7, 2024 4:00 PM;56,442.75;61,202.75;4,760.00;26,408.00
Aug 7, 2024 4:00 PM;Aug 7, 2024 5:00 PM;56,092.75;59,128.00;3,035.25;29,093.25
Aug 7, 2024 5:00 PM;Aug 7, 2024 6:00 PM;57,153.75;57,711.50;557.75;35,139.25
Aug 7, 2024 6:00 PM;Aug 7, 2024 7:00 PM;57,540.50;57,666.00;125.50;41,384.00
Aug 7, 2024 7:00 PM;Aug 7, 2024 8:00 PM;56,690.50;56,695.00;4.50;45,728.25
Aug 7, 2024 8:00 PM;Aug 7, 2024 9:00 PM;55,010.25;55,014.25;4.00;48,611.00
Aug 7, 2024 9:00 PM;Aug 7, 2024 10:00 PM;53,750.50;53,753.50;3.00;48,316.00
Aug 7, 2024 10:00 PM;Aug 7, 2024 11:00 PM;50,346.50;50,351.25;4.75;44,893.25
Aug 7, 2024 11:00 PM;Aug 8, 2024 12:00 AM;46,538.50;46,617.00;78.50;41,094.75
Aug 8, 2024 12:00 AM;Aug 8, 2024 1:00 AM;43,854.25;43,970.00;115.75;38,840.25
Aug 8, 2024 1:00 AM;Aug 8, 2024 2:00 AM;42,267.75;43,233.50;965.75;37,438.00
Aug 8, 2024 2:00 AM;Aug 8, 2024 3:00 AM;41,527.75;43,332.50;1,804.75;36,661.25
Aug 8, 2024 3:00 AM;Aug 8, 2024 4:00 AM;41,054.75;42,761.75;1,707.00;36,384.25
Aug 8, 2024 4:00 AM;Aug 8, 2024 5:00 AM;42,304.75;43,121.50;816.75;37,599.00
Aug 8, 2024 5:00 AM;Aug 8, 2024 6:00 AM;45,443.25;45,885.50;442.25;40,182.75
Aug 8, 2024 6:00 AM;Aug 8, 2024 7:00 AM;50,757.50;50,778.50;21.00;43,626.50
Aug 8, 2024 7:00 AM;Aug 8, 2024 8:00 AM;55,291.75;55,297.75;6.00;45,630.00
Aug 8, 2024 8:00 AM;Aug 8, 2024 9:00 AM;58,429.75;58,433.00;3.25;45,356.50
Aug 8, 2024 9:00 AM;Aug 8, 2024 10:00 AM;59,542.75;59,551.25;8.50;41,638.50
Aug 8, 2024 10:00 AM;Aug 8, 2024 11:00 AM;58,935.50;59,164.00;228.50;35,279.25
Aug 8, 2024 11:00 AM;Aug 8, 2024 12:00 PM;59,690.75;62,844.75;3,154.00;29,435.75
Aug 8, 2024 12:00 PM;Aug 8, 2024 1:00 PM;59,937.75;65,864.75;5,927.00;24,846.50
Aug 8, 2024 1:00 PM;Aug 8, 2024 2:00 PM;58,765.25;64,769.25;6,004.00;21,328.75
Aug 8, 2024 2:00 PM;Aug 8, 2024 3:00 PM;56,714.50;62,869.25;6,154.75;17,649.25
Aug 8, 2024 3:00 PM;Aug 8, 2024 4:00 PM;55,341.50;61,473.25;6,131.75;17,918.25
Aug 8, 2024 4:00 PM;Aug 8, 2024 5:00 PM;54,321.00;59,383.00;5,062.00;21,891.50
Aug 8, 2024 5:00 PM;Aug 8, 2024 6:00 PM;54,470.25;55,911.50;1,441.25;29,795.50
Aug 8, 2024 6:00 PM;Aug 8, 2024 7:00 PM;55,321.25;55,448.00;126.75;39,697.25
Aug 8, 2024 7:00 PM;Aug 8, 2024 8:00 PM;54,979.25;54,994.00;14.75;47,714.75
Aug 8, 2024 8:00 PM;Aug 8, 2024 9:00 PM;53,469.00;53,473.00;4.00;50,338.75
Aug 8, 2024 9:00 PM;Aug 8, 2024 10:00 PM;52,242.25;52,248.75;6.50;49,781.75
Aug 8, 2024 10:00 PM;Aug 8, 2024 11:00 PM;49,032.75;49,066.00;33.25;45,598.75
Aug 8, 2024 11:00 PM;Aug 9, 2024 12:00 AM;45,372.00;45,473.00;101.00;39,209.25
Aug 9, 2024 12:00 AM;Aug 9, 2024 1:00 AM;43,203.25;43,777.50;574.25;33,860.75
Aug 9, 2024 1:00 AM;Aug 9, 2024 2:00 AM;41,770.50;42,302.50;532.00;29,375.00
Aug 9, 2024 2:00 AM;Aug 9, 2024 3:00 AM;40,724.75;41,166.00;441.25;26,767.75
Aug 9, 2024 3:00 AM;Aug 9, 2024 4:00 AM;40,620.75;41,353.50;732.75;25,112.00
Aug 9, 2024 4:00 AM;Aug 9, 2024 5:00 AM;41,354.50;42,492.75;1,138.25;24,209.00
Aug 9, 2024 5:00 AM;Aug 9, 2024 6:00 AM;44,170.00;44,717.75;547.75;25,048.75
Aug 9, 2024 6:00 AM;Aug 9, 2024 7:00 AM;49,870.25;50,290.50;420.25;26,436.00
Aug 9, 2024 7:00 AM;Aug 9, 2024 8:00 AM;54,314.00;54,502.50;188.50;25,417.00
Aug 9, 2024 8:00 AM;Aug 9, 2024 9:00 AM;57,460.50;59,297.25;1,836.75;22,330.00
Aug 9, 2024 9:00 AM;Aug 9, 2024 10:00 AM;58,930.00;61,907.25;2,977.25;16,702.50
Aug 9, 2024 10:00 AM;Aug 9, 2024 11:00 AM;60,320.25;65,082.75;4,762.50;11,996.25
Aug 9, 2024 11:00 AM;Aug 9, 2024 12:00 PM;60,861.25;66,690.00;5,828.75;7,249.50
Aug 9, 2024 12:00 PM;Aug 9, 2024 1:00 PM;60,576.00;67,052.75;6,476.75;5,293.25
Aug 9, 2024 1:00 PM;Aug 9, 2024 2:00 PM;59,341.75;66,155.50;6,813.75;5,284.50
Aug 9, 2024 2:00 PM;Aug 9, 2024 3:00 PM;58,047.00;64,609.00;6,562.00;5,006.25
Aug 9, 2024 3:00 PM;Aug 9, 2024 4:00 PM;57,372.00;63,688.75;6,316.75;6,510.00
Aug 9, 2024 4:00 PM;Aug 9, 2024 5:00 PM;56,511.25;62,147.75;5,636.50;9,229.00
Aug 9, 2024 5:00 PM;Aug 9, 2024 6:00 PM;56,633.50;60,397.25;3,763.75;13,362.00
Aug 9, 2024 6:00 PM;Aug 9, 2024 7:00 PM;56,823.75;58,734.25;1,910.50;21,383.75
Aug 9, 2024 7:00 PM;Aug 9, 2024 8:00 PM;55,323.50;55,556.75;233.25;28,712.75
Aug 9, 2024 8:00 PM;Aug 9, 2024 9:00 PM;52,874.00;52,875.75;1.75;32,351.75
Aug 9, 2024 9:00 PM;Aug 9, 2024 10:00 PM;50,714.50;50,715.50;1.00;32,810.50
Aug 9, 2024 10:00 PM;Aug 9, 2024 11:00 PM;47,759.50;47,767.25;7.75;31,132.75
Aug 9, 2024 11:00 PM;Aug 10, 2024 12:00 AM;44,663.25;44,671.75;8.50;29,441.00
Aug 10, 2024 12:00 AM;Aug 10, 2024 1:00 AM;42,172.25;42,182.50;10.25;27,096.25
Aug 10, 2024 1:00 AM;Aug 10, 2024 2:00 AM;40,527.75;40,547.75;20.00;26,327.50
Aug 10, 2024 2:00 AM;Aug 10, 2024 3:00 AM;39,091.00;39,113.25;22.25;25,709.00
Aug 10, 2024 3:00 AM;Aug 10, 2024 4:00 AM;38,615.25;38,644.75;29.50;25,901.50
Aug 10, 2024 4:00 AM;Aug 10, 2024 5:00 AM;38,199.00;38,285.75;86.75;25,246.25
Aug 10, 2024 5:00 AM;Aug 10, 2024 6:00 AM;38,750.25;38,818.00;67.75;25,142.75
Aug 10, 2024 6:00 AM;Aug 10, 2024 7:00 AM;39,869.75;39,902.00;32.25;24,563.25
Aug 10, 2024 7:00 AM;Aug 10, 2024 8:00 AM;42,442.50;42,818.50;376.00;22,796.00
Aug 10, 2024 8:00 AM;Aug 10, 2024 9:00 AM;46,165.25;47,918.50;1,753.25;19,753.50
Aug 10, 2024 9:00 AM;Aug 10, 2024 10:00 AM;48,520.25;51,881.50;3,361.25;12,602.50
Aug 10, 2024 10:00 AM;Aug 10, 2024 11:00 AM;48,776.75;53,269.50;4,492.75;6,900.75
Aug 10, 2024 11:00 AM;Aug 10, 2024 12:00 PM;48,463.50;53,947.00;5,483.50;2,132.50
Aug 10, 2024 12:00 PM;Aug 10, 2024 1:00 PM;47,821.25;53,833.50;6,012.25;-770.25
Aug 10, 2024 1:00 PM;Aug 10, 2024 2:00 PM;46,186.75;52,483.75;6,297.00;-1,002.25
Aug 10, 2024 2:00 PM;Aug 10, 2024 3:00 PM;44,584.25;50,781.50;6,197.25;-1,042.25
Aug 10, 2024 3:00 PM;Aug 10, 2024 4:00 PM;44,260.50;50,418.00;6,157.50;29.00
Aug 10, 2024 4:00 PM;Aug 10, 2024 5:00 PM;44,926.75;50,696.50;5,769.75;2,991.75
Aug 10, 2024 5:00 PM;Aug 10, 2024 6:00 PM;47,029.00;51,791.75;4,762.75;9,343.75
Aug 10, 2024 6:00 PM;Aug 10, 2024 7:00 PM;47,685.00;49,475.00;1,790.00;18,927.00
Aug 10, 2024 7:00 PM;Aug 10, 2024 8:00 PM;47,532.50;47,602.75;70.25;29,566.50
Aug 10, 2024 8:00 PM;Aug 10, 2024 9:00 PM;46,436.00;46,445.50;9.50;34,065.50
Aug 10, 2024 9:00 PM;Aug 10, 2024 10:00 PM;46,014.75;46,022.75;8.00;35,515.75
Aug 10, 2024 10:00 PM;Aug 10, 2024 11:00 PM;44,239.00;44,246.00;7.00;34,897.00
Aug 10, 2024 11:00 PM;Aug 11, 2024 12:00 AM;41,801.75;41,813.25;11.50;33,033.25
Aug 11, 2024 12:00 AM;Aug 11, 2024 1:00 AM;39,496.75;39,533.25;36.50;31,152.25
Aug 11, 2024 1:00 AM;Aug 11, 2024 2:00 AM;37,834.50;37,857.25;22.75;30,174.75
Aug 11, 2024 2:00 AM;Aug 11, 2024 3:00 AM;37,005.00;37,044.00;39.00;29,688.25
Aug 11, 2024 3:00 AM;Aug 11, 2024 4:00 AM;36,516.75;36,716.75;200.00;29,162.00
Aug 11, 2024 4:00 AM;Aug 11, 2024 5:00 AM;36,431.00;36,710.75;279.75;29,434.50
Aug 11, 2024 5:00 AM;Aug 11, 2024 6:00 AM;36,661.75;36,704.00;42.25;30,133.00
Aug 11, 2024 6:00 AM;Aug 11, 2024 7:00 AM;37,096.75;37,144.25;47.50;29,846.50
Aug 11, 2024 7:00 AM;Aug 11, 2024 8:00 AM;38,486.25;38,987.75;501.50;27,047.75
Aug 11, 2024 8:00 AM;Aug 11, 2024 9:00 AM;41,253.75;43,300.25;2,046.50;21,636.75
Aug 11, 2024 9:00 AM;Aug 11, 2024 10:00 AM;43,583.25;46,842.00;3,258.75;13,494.25
Aug 11, 2024 10:00 AM;Aug 11, 2024 11:00 AM;44,102.75;48,447.75;4,345.00;7,189.25
Aug 11, 2024 11:00 AM;Aug 11, 2024 12:00 PM;44,802.00;50,031.00;5,229.00;2,640.50
Aug 11, 2024 12:00 PM;Aug 11, 2024 1:00 PM;44,236.75;49,859.75;5,623.00;-1,148.00
Aug 11, 2024 1:00 PM;Aug 11, 2024 2:00 PM;42,263.00;48,094.75;5,831.75;-1,713.75
Aug 11, 2024 2:00 PM;Aug 11, 2024 3:00 PM;41,043.75;46,651.50;5,607.75;-1,552.75
Aug 11, 2024 3:00 PM;Aug 11, 2024 4:00 PM;40,931.00;46,661.25;5,730.25;703.00
Aug 11, 2024 4:00 PM;Aug 11, 2024 5:00 PM;41,528.75;46,789.00;5,260.25;5,508.25
Aug 11, 2024 5:00 PM;Aug 11, 2024 6:00 PM;43,025.00;46,736.50;3,711.50;15,008.50
Aug 11, 2024 6:00 PM;Aug 11, 2024 7:00 PM;44,452.25;45,774.50;1,322.25;27,456.25
Aug 11, 2024 7:00 PM;Aug 11, 2024 8:00 PM;45,385.75;45,400.25;14.50;37,559.25
Aug 11, 2024 8:00 PM;Aug 11, 2024 9:00 PM;45,561.50;45,569.00;7.50;41,154.25
Aug 11, 2024 9:00 PM;Aug 11, 2024 10:00 PM;45,423.00;45,432.25;9.25;40,525.50
Aug 11, 2024 10:00 PM;Aug 11, 2024 11:00 PM;44,010.00;44,034.25;24.25;37,681.50
Aug 11, 2024 11:00 PM;Aug 12, 2024 12:00 AM;41,559.00;41,726.50;167.50;34,513.00
Aug 12, 2024 12:00 AM;Aug 12, 2024 1:00 AM;39,670.00;39,747.25;77.25;32,813.00
Aug 12, 2024 1:00 AM;Aug 12, 2024 2:00 AM;38,393.50;38,757.00;363.50;31,711.00
Aug 12, 2024 2:00 AM;Aug 12, 2024 3:00 AM;37,644.00;38,476.00;832.00;31,125.75
Aug 12, 2024 3:00 AM;Aug 12, 2024 4:00 AM;37,802.00;38,839.50;1,037.50;31,373.75
Aug 12, 2024 4:00 AM;Aug 12, 2024 5:00 AM;39,029.50;39,836.75;807.25;32,542.75
Aug 12, 2024 5:00 AM;Aug 12, 2024 6:00 AM;41,920.00;42,113.75;193.75;35,398.75
Aug 12, 2024 6:00 AM;Aug 12, 2024 7:00 AM;48,261.75;48,274.00;12.25;40,233.50
Aug 12, 2024 7:00 AM;Aug 12, 2024 8:00 AM;53,673.50;53,682.50;9.00;40,956.50
Aug 12, 2024 8:00 AM;Aug 12, 2024 9:00 AM;57,541.75;57,887.75;346.00;36,970.25
Aug 12, 2024 9:00 AM;Aug 12, 2024 10:00 AM;57,937.50;59,454.50;1,517.00;27,944.00
Aug 12, 2024 10:00 AM;Aug 12, 2024 11:00 AM;58,964.25;63,459.75;4,495.50;20,544.50
Aug 12, 2024 11:00 AM;Aug 12, 2024 12:00 PM;59,449.50;64,358.00;4,908.50;16,250.25
Aug 12, 2024 12:00 PM;Aug 12, 2024 1:00 PM;58,526.75;63,848.50;5,321.75;11,854.75
Aug 12, 2024 1:00 PM;Aug 12, 2024 2:00 PM;57,307.50;63,179.00;5,871.50;10,211.50
Aug 12, 2024 2:00 PM;Aug 12, 2024 3:00 PM;56,200.75;61,761.25;5,560.50;10,931.00
Aug 12, 2024 3:00 PM;Aug 12, 2024 4:00 PM;55,629.75;60,868.25;5,238.50;14,448.50
Aug 12, 2024 4:00 PM;Aug 12, 2024 5:00 PM;55,270.75;58,917.75;3,647.00;20,603.50
Aug 12, 2024 5:00 PM;Aug 12, 2024 6:00 PM;55,784.50;56,753.25;968.75;28,926.25
Aug 12, 2024 6:00 PM;Aug 12, 2024 7:00 PM;56,672.25;56,678.50;6.25;38,691.25
Aug 12, 2024 7:00 PM;Aug 12, 2024 8:00 PM;57,264.25;57,266.00;1.75;46,262.25
Aug 12, 2024 8:00 PM;Aug 12, 2024 9:00 PM;55,765.50;55,766.25;0.75;46,946.50
Aug 12, 2024 9:00 PM;Aug 12, 2024 10:00 PM;54,906.25;54,910.00;3.75;43,338.00
Aug 12, 2024 10:00 PM;Aug 12, 2024 11:00 PM;51,811.25;52,256.25;445.00;37,635.75
Aug 12, 2024 11:00 PM;Aug 13, 2024 12:00 AM;48,655.75;49,969.75;1,314.00;33,171.75
Aug 13, 2024 12:00 AM;Aug 13, 2024 1:00 AM;46,117.25;48,169.50;2,052.25;29,926.50
Aug 13, 2024 1:00 AM;Aug 13, 2024 2:00 AM;44,441.75;47,361.25;2,919.50;28,271.00
Aug 13, 2024 2:00 AM;Aug 13, 2024 3:00 AM;43,053.75;45,885.75;2,832.00;26,809.00
Aug 13, 2024 3:00 AM;Aug 13, 2024 4:00 AM;42,650.25;45,629.25;2,979.00;27,203.00
Aug 13, 2024 4:00 AM;Aug 13, 2024 5:00 AM;42,890.25;44,698.75;1,808.50;27,903.50
Aug 13, 2024 5:00 AM;Aug 13, 2024 6:00 AM;45,769.75;46,345.00;575.25;31,298.50
Aug 13, 2024 6:00 AM;Aug 13, 2024 7:00 AM;51,227.50;51,316.25;88.75;36,346.25
Aug 13, 2024 7:00 AM;Aug 13, 2024 8:00 AM;55,907.75;55,939.75;32.00;38,249.00
Aug 13, 2024 8:00 AM;Aug 13, 2024 9:00 AM;59,741.50;59,825.50;84.00;36,408.00
Aug 13, 2024 9:00 AM;Aug 13, 2024 10:00 AM;60,740.75;61,721.75;981.00;29,584.00
Aug 13, 2024 10:00 AM;Aug 13, 2024 11:00 AM;61,193.00;64,262.00;3,069.00;22,299.50
Aug 13, 2024 11:00 AM;Aug 13, 2024 12:00 PM;61,036.75;65,591.25;4,554.50;15,610.25
Aug 13, 2024 12:00 PM;Aug 13, 2024 1:00 PM;60,500.00;65,456.75;4,956.75;11,973.75
Aug 13, 2024 1:00 PM;Aug 13, 2024 2:00 PM;59,464.50;64,552.25;5,087.75;10,942.00
